id,content,date,language,tags,title,ratings
377380-167266842361,سيكون بعيد عن الحرم الخدمه جيدا,2021-02-07T18:52:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123jg', 'sentiment': None}]",Rotana Al Mesk Hotel,"{'normalized': 20, 'raw': 1}"
377380-167266293209,نظافه ترتيب اطلاله رائعه احببت التجربه وانصح بها,2021-02-07T18:41:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",Sheraton Jeddah Hotel,"{'normalized': 100, 'raw': 5}"
377380-183967013629,فندق ممتاز ويعد من افضل الفنادق على مستوى المنطقة,2021-08-28T11:53:00+00:00,ara,"[{'value': 'c07bdncbb64t6si78srg', 'sentiment': None}, {'value': 'c07bdncbb64t6si78ss0', 'sentiment': None}]",Kempinski Al Othman Hotel Al Khobar,"{'normalized': 100, 'raw': 5}"
377380-184254862342,It is the best place in the world.,2021-08-31T18:24:00+00:00,eng,"[{'value': 'c07bja4bb64t6si78uvg', 'sentiment': None}]",Masjid al-Haram,"{'normalized': 100, 'raw': 5}"
377380-167155598341,ممتاز,2021-02-07T18:44:00+00:00,ara,"[{'value': 'c07bdifepd3oq1r122r0', 'sentiment': None}]",Oah Yamal Restaurant Dammam,"{'normalized': 80, 'raw': 4}"
377380-167192144285,سعر غالي وأثاث نفسه ماتغير نظافه 2/10,2021-02-07T18:44:00+00:00,ara,"[{'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]",Nawara Suwiady Apartments,"{'normalized': 20, 'raw': 1}"
377380-184678483545,لو سمحت مانوع اللقاح المتوفر حاليا,2021-09-05T09:17:00+00:00,ara,"[{'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]",Hilton Riyadh Hotel & Residences,"{'normalized': 20, 'raw': 1}"
377380-167266841298,سييييء جداا الخدمات ما توصل الا متأخره مررره النظافه سيئه جابوا الملاعق غير نظيفه ومستخدمه من قبل الترته طعمها اللهم لك الحمد والعصير وريحه سيئه في الغرفه والحمام صراحه اسوء من السيء,2021-02-07T18:48:00+00:00,ara,"[{'value': 'c07bbh0cu1iccnqmcq00', 'sentiment': None}]",Sarawat Park Hotel & Resort,"{'normalized': 20, 'raw': 1}"
377380-167266851023,لو فيه اكثر من ٥ نجوم اعطيه❤️ الطاقم كله تعامل راقي جدا الديكور والتصميم فخامه والنظااااااااافه شي عظيم صراحه اشوفه من افضضل الفنادق اتمنى تستمرون على هالشي عندي اقتراح لو يتوفر باص نقل للحرم,2021-02-07T18:52:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Shaza Makkah,"{'normalized': 100, 'raw': 5}"
377380-167266854739,Lazy housekeeping .. no car parking service .. you can hear the other rooms noise .. good reception staff .. location is okay,2021-02-07T18:52:00+00:00,eng,"[{'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]",Centro Waha,"{'normalized': 40, 'raw': 2}"
377380-184894468332,رائع وقريب من الحرم وتعامل محترم من الاخت هند,2021-09-09T14:44:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123jg', 'sentiment': None}]",Anwar Al Madinah Mövenpick Hotel,"{'normalized': 80, 'raw': 4}"
377380-167193036768,"A modern design hotel with excellent value for money , for a 3 star hotel they did a great job. The services were excellent. Professional, helpful and friendly staff. I'd like to thank Mr. Rakan and the rest of the team working in the front desk for their outstanding effort.",2021-02-07T18:59:00+00:00,eng,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",ibis Jeddah City Center,"{'normalized': 100, 'raw': 5}"
377380-167193034066,كويس,2021-02-07T18:59:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",ibis Jeddah City Center,"{'normalized': 80, 'raw': 4}"
377380-167267321777,حلو جدا .. كم دور هو !؟,2021-02-07T19:01:00+00:00,ara,"[{'value': 'c07bdifepd3oq1r122qg', 'sentiment': None}]",Sheraton Dammam Hotel & Convention Centre,"{'normalized': 20, 'raw': 1}"
377380-167144592838,الفندق نظيف ولكن ليس به خدمات لا يوجد لاندري. لايوجد واي فاي رغم أنه علي بوكينج كاتبين شبكة واي فاي مجانية بكل غرف الفندق. المواقف قليلة وليست شاغرة رغم أنه كاتبين علي بوكينج أنه يوجد مواقف مجانية ولكن الموظفين يحطون بها سياراتهم ولا مكان للنزلاء. التكييف ردئ جدا والشاشة بالكاد تشتغل. سعر الليلتين 157 ريال وأري أنها لا تسوي 70 ريال,2021-02-07T19:37:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123jg', 'sentiment': None}]",Al Alya Hotel Rooms and Suites,"{'normalized': 20, 'raw': 1}"
377380-167143174342,رائع,2021-02-07T21:07:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]","Makkah Clock Royal Tower, A Fairmont Hotel","{'normalized': 100, 'raw': 5}"
377380-167269179544,كل شي كان ماشاءالله ع مايرام. الإيجابيات قربه من الحرم. ومن جامع المسجد القطري. الخدمات قريبه. توفر الكماليات بالغرفه من ركن القهوة. ومن أدوات التوليت شامبو وصابون..... الخ. نظافة الغرف والممرات. الأسعار معقوله ومقبوله. من الجميل قسم الحضانه. التصميم روووعه. بوفيه الإفطار ممتاز ومعد بحترافيه. وجود مسبح رائع. الهدوء شيء جميل وهو بالفعل مالمسانه عند دخولنا وحتى الخروج. اتمنى الرجوع في المرات القادمة ان شاء الله. السلبيات دورة المياه لم تكن بالمساحه المناسبه وتعتبر ضيقه. خدمة النزلاء تحتاج إلى تحسين واهتمام. المواقف وان كانت محدوده انا لا اعتبرها سلبيه لكون مواقف توحد بالقرب من الفندق ع امتداد الشارع. مع خالص الشكر والتقدير والاحترام لادارة فندق فيولت. ✋,2021-02-07T19:44:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Violet Hotel Al Azizia,"{'normalized': 60, 'raw': 3}"
377380-167269179354,ممتاز جدا جدا . ومستوى راقى من الخدمة والنظام والنظافة .,2021-02-07T19:44:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Violet Hotel Al Azizia,"{'normalized': 100, 'raw': 5}"
377380-167269180735,رائع,2021-02-07T19:44:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Violet Hotel Al Azizia,"{'normalized': 100, 'raw': 5}"
377380-167144984885,نظيف ومرتب,2021-02-07T19:47:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}, {'value': 'c07bjunepd3oq1r125c0', 'sentiment': None}]",Boudl Taif,"{'normalized': 80, 'raw': 4}"
377380-167269603404,Please check your crew.. Very unprofessional manners.. Very disrespectful to the costumer..many times they did that to me... Calling to the head of this cargo company.. And please do action about this... Or I will call the head office about this....,2021-02-07T19:54:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123jg', 'sentiment': None}]","The Oberoi, Madina","{'normalized': 20, 'raw': 1}"
377380-167196481092,للاسف انا جربت المطعم وللاسف لا انصح به,2021-02-07T20:13:00+00:00,ara,"[{'value': 'c07bjunepd3oq1r125c0', 'sentiment': None}]",InterContinental Taif,"{'normalized': 60, 'raw': 3}"
377380-167196539203,الشكر لكل الموظفين على تعاونهم اقامة جميله واخص بالشكر عادل الثقفي وسناء السلمي في الاستقبال,2021-02-07T20:13:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Hotel Swissôtel Al Maqam - Tower F,"{'normalized': 100, 'raw': 5}"
377380-167196539950,فندق ممتاز وتعامل راقى من الموظفين,2021-02-07T20:13:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Hotel Swissôtel Al Maqam - Tower F,"{'normalized': 100, 'raw': 5}"
377380-167196538048,"Very nice and clean hotel, the service is very good, The Kaba view is highly recommended",2021-02-07T20:13:00+00:00,eng,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Hotel Swissôtel Al Maqam - Tower F,"{'normalized': 100, 'raw': 5}"
377380-167196539771,اقامة فخمة وراقية وخدمات مثالية ♥️♥️ موظفين الاستقبال و الاستعلامات و خدمات الغرف كبكم كانوا على مستوى عالي من المثالية وأخص من تعاملنا معهم مباشرة أ.أشرف اليمني و أ.سناء السلمي ونخص أيضًا مديرة الفندق أ.خلود وأ.دعاء جدًا تعاملهم معنا كان راقي . *صورة من الاطلالة.,2021-02-07T20:13:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Hotel Swissôtel Al Maqam - Tower F,"{'normalized': 100, 'raw': 5}"
377380-185367921521,فندق مريح و فخم والخدمة ممتازة,2021-09-15T11:33:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]","InterContinental Jeddah, an IHG Hotel","{'normalized': 100, 'raw': 5}"
377380-185607006407,"فندق جميل وهادئ ، النظافه والخدمه كلها ممتازه والموظفين متعاونين ، عندهم كوفي ومسبح صراحه جميل جدا ، والسعر مناسب .",2021-09-18T09:16:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Midan Hotel,"{'normalized': 80, 'raw': 4}"
377380-167270565489,الموقع بشكل عام جميل لكن يوجد بعض الملاحظات: يوجد اغاني من قبل المستأجرين ولكن بصوت عالي جداً يمكن سماعه من اي مكان . خدمات دورة المياه قديمة. المياه الموجوده بخدمات الشاليه مالحه غير صالحه للاغتسال. لايوجد العاب بحريه .,2021-02-07T20:15:00+00:00,ara,"[{'value': 'c07bdncbb64t6si78srg', 'sentiment': None}, {'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}]",Tamara Beach Resort Half Moon Alkhobar منتجع تمارا شاطئ نصف القمرالخبر,"{'normalized': 60, 'raw': 3}"
377380-167143638062,فندق جيد وقريب من الحرم هادئ وللعلم زرته في فترة العمرة المقننة بتطبيق اعتمرنا يحتاج نظافة للغرف.. الكنب في وسخ والفرش الأرضي غير نظيف ومستوى نظافة الحمام متوسطة,2021-02-07T20:16:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Batoul Ajyad Hotelفندق بتول أجياد,"{'normalized': 60, 'raw': 3}"
377380-167181828868,معلم مميز في الطايف الامانه واضح انها مهتمه فيه ماشاء الله,2021-02-07T20:20:00+00:00,ara,"[{'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Shubra Palace,"{'normalized': 80, 'raw': 4}"
377380-167175349671,الطعم رائع لذيذ والوجبات مشبعه,2021-02-07T20:19:00+00:00,ara,"[{'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}]",Burger King - Exit 8 Dammam Rd,"{'normalized': 100, 'raw': 5}"
377380-167271662761,انصح فيه .. أسعار وكذلك نظافة وشباب الاستقبال متعاونين كل شيء فيه مناسب,2021-02-07T20:34:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123jg', 'sentiment': None}]",Zaha hotel,"{'normalized': 100, 'raw': 5}"
377380-167199803142,Supper awesome hotel,2021-02-07T21:27:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",Iridium 70 Hotel فندق اريديوم السبعين,"{'normalized': 100, 'raw': 5}"
377380-167271804172,"Some services are slow and need to give reminder to reception, other good like steel of lemon grass",2021-02-07T20:37:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123jg', 'sentiment': None}]",Tulip Inn Al Dar Rawafed,"{'normalized': 60, 'raw': 3}"
377380-186385540943,غاااليييي جداااااا شي مستفزز,2021-09-24T13:24:00+00:00,ara,"[{'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}]",Rolllands Coffee,"{'normalized': 20, 'raw': 1}"
377380-186237824655,"منطقة ""ملعب رياضة التنس"" بحاجة لدعم وتحسين وتطوير ..",2021-09-27T07:57:00+00:00,ara,"[{'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]",Holiday Inn Riyadh - Izdihar,"{'normalized': 40, 'raw': 2}"
377380-186801931668,ما شاء الله فندق نظيف وسعر مره معقول وعنده مغاسل مره رخيصه وكويسه وقريب من الحرم استمروا ع هالمنهج واكسبوا الزباين,2021-10-03T09:45:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123jg', 'sentiment': None}]",Zaha hotel,"{'normalized': 100, 'raw': 5}"
377380-167198622678,لم اجربه حتى هذه اللحظة نرجو التوضيح كم الجناح والغرفة المزوج لمدة ٣ ايام وهل المطعم غالي والقهوة اعرضوا اسعار الاجنحة والغرف وقائمة المطعم والكفي.. لكي نكون على اطلاع دائم.. وهل هناك عروض بالاسعار.. ونشكر لكم تجاوبكم,2021-02-07T21:04:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",InterContinental Dar al Tawhid Makkah,"{'normalized': 20, 'raw': 1}"
377380-167198622737,تجربه ممتازة,2021-02-07T21:04:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",InterContinental Dar al Tawhid Makkah,"{'normalized': 100, 'raw': 5}"
377380-167273343766,شقق فاخره باسعار مذهله طوال العام,2021-02-07T21:06:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",اللوتس للشقق الفندقية - Al Lotus Hotel,"{'normalized': 100, 'raw': 5}"
377380-167147362998,جميلورائع,2021-02-07T21:52:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Al Marwa Rayhaan By Rotana,"{'normalized': 100, 'raw': 5}"
377380-167274318514,‏الفندق لا استطيع أن اسميه فندق ‏فلو كان يوجد اقل من نجمة لوضعته تقييم له الغرفة التي طلبتها مساحتها ٣٢ متر أتفاجأ بأنها غرفة ضيقة جدًا جدًا والإضاءة ضعيفة في الممرات والغرف اعتقد يريدون إخفاء القذارات الموجودة والروائح كريهة جدًا لا راحة ولا نظافة والأثاث قديم ومنظره مقرف ورائحة دخان السجائر في كل مكان بداية من الاستقبال إلى جميع المبنى ورائحة المجاري في الحمامات والأحواض مسدودة ‏حتى الشاي والقهوة والسكر لم يتكرموا ويضعونها في الغرفة لم نجد سوى الماء لم يكلفوا أنفسهم حتى بالتجديد في فترة الحظر أتمنى من المسؤولين التدخل لأنه يعتبر واجهة للبلد وقريب من المسجد النبوي أحمد الله أننا لم نصاب بمرض جلدي أو كورونا من عفانة المكان التجربة كانت سيئة جدًا جدًا ولن تتكرر,2021-02-07T21:27:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123jg', 'sentiment': None}]",فندق المدينة هارموني,"{'normalized': 20, 'raw': 1}"
377380-167144230273,جدآ ممتاز بس لو السعر يخفض شي ما شكرا لكل من كان هناك في المطعم في وقت العشاء شكرا خاص الشيف المصري الذيذ طعم المشويات من يده الله يسعده,2021-02-07T21:28:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",Jeddah Hilton Hotel,"{'normalized': 100, 'raw': 5}"
377380-167275159925,ديكور الغرف جميله النظافة 9من10 هدوا المكان موجود استقبال ممتاز موقع جيد,2021-02-07T21:45:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",فندق اريديوم الحمراء iridium alhamra,"{'normalized': 80, 'raw': 4}"
377380-167200977951,حلوووووو احسن والنت مره قوي ماشاء الله لدرجه حملت شي المساحه كانت 12 جيجا بايت حملها بنص ساعه 30 دقيقه,2021-02-07T21:47:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123jg', 'sentiment': None}]",Ideal House Hotel,"{'normalized': 100, 'raw': 5}"
377380-167170352828,ممتاز وتعامل راقي ونشكرهم على حسن الاستقبال وكرم الضيافة,2021-02-07T21:57:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",Aldeafah Palace,"{'normalized': 100, 'raw': 5}"
377380-187765184635,Pretty clean and great for Families,2021-10-12T06:00:00+00:00,ara,"[{'value': 'c07bdifepd3oq1r122qg', 'sentiment': None}]",منتجع شاطئ الغروب مارينا وسبا,"{'normalized': 100, 'raw': 5}"
377380-167276965108,تجربة رائعه جدا,2021-02-07T22:32:00+00:00,ara,"[{'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]",Akwakh Almzraah,"{'normalized': 80, 'raw': 4}"
377380-167197609730,اللهم اصلح شباب المسلمين,2021-02-07T22:40:00+00:00,ara,"[{'value': 'c07bjunepd3oq1r125cg', 'sentiment': None}]",Jouri Mall,"{'normalized': 20, 'raw': 1}"
377380-167140881862,الاكل جيد جدا وبعض الأكلات ممتازة بس المكان عاادي ولايوجد مواقف كافيه للسيارات,2021-02-07T22:41:00+00:00,ara,"[{'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]",Riyadh Chinese Restaurant,"{'normalized': 80, 'raw': 4}"
377380-167277863996,اسعار المغسله غاليه جدا جدا جدا ثوبين مستعجل ب 61 ريال وطلبات المطعم غاليه بيتزا وشاهي وعصيير برتقال ب 115 والموقع لا يوجد فيه اي هدمات لا بقاله ولا مطاعم ولا مغاسل,2021-02-07T22:50:00+00:00,ara,"[{'value': 'c07bbh0cu1iccnqmcq00', 'sentiment': None}, {'value': 'c9g7o87epd3vh6lri8bg', 'sentiment': None}]",Abha Palace Hotel,"{'normalized': 20, 'raw': 1}"
377380-167192756913,سمك طازج فعلا لاكن اسعار مرتفعة نوعا ما والنظافة جيدة واحذر المتسوقين ان ينتبهوا لمحافظهم لوجود نشالين في السوق يستغلوا الزحام ويقومون بنشل الناس !!!حسبي الله ونعم الوكيل,2021-02-07T22:53:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s3g', 'sentiment': None}]",Central Fish Market,"{'normalized': 60, 'raw': 3}"
377380-167205453287,انا من عشاق الفنادق وكل فتره احجز في فندق جديد لتغير الجو والاستكنان والاستجام والحصول على بعض الهدوء وهذا الفندق كان من احد التجارب وكانت تجربه جديده وانا ارحب بكل شي جديد بكل مافيه .,2021-02-07T23:29:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",Green Leaf Hotel,"{'normalized': 100, 'raw': 5}"
377380-167154405544,"فندق جميل وظريف وهادي وتظيف اثاثه جديد ومرتب اعجبني كثير،،اقامة شاملة الفطور العاملين محترمين وممتازين الموقع مطل ع المطار وقريب من الرد سي ومن البحر راح اكرر الاقامة فيه باذن الله",2021-02-07T23:23:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",Garden Palace Hotel,"{'normalized': 100, 'raw': 5}"
377380-167197986387,يفتقد للاهتمام والنظافة,2021-02-07T23:49:00+00:00,ara,"[{'value': 'c07bk44bb64t6si78v90', 'sentiment': None}]",Yanbu Fish Market,"{'normalized': 20, 'raw': 1}"
377380-167198093217,مسجد كبير وفيه قسم للنساء ومطل ع البحر له شرفات من جميع الاتجاهات يحتاج فقط للعناية بالنظافه والصيانه ع طوول,2021-02-07T23:52:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s90', 'sentiment': None}]",Al Rahma Mosque / Apung,"{'normalized': 60, 'raw': 3}"
377380-167280889158,"الإضاءة ضعيفة، رائحة الحمامات الله يكرمكم، و مافي عزل للصوت، السعر مبالغ فيه جداً. الشيء الحلو إنه أمان الباب يغلق جيداً ومافيه ازعاج، و اشكر جميع الشباب السعوديين في الاستقبال على خدمتهم وتعاونهم",2021-02-07T23:54:00+00:00,ara,"[{'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}, {'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Boudl Gaber Hotel,"{'normalized': 40, 'raw': 2}"
377380-167280937458,"دخلت اللاونج حقهم، جميل جداً ويطبقون الإجراءات الاحترازية بشكل احترافي",2021-02-07T23:55:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Boudl,"{'normalized': 80, 'raw': 4}"
377380-167322824561,افضل برجر في جدة,2021-02-08T00:00:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s2g', 'sentiment': None}]",The California Burger,"{'normalized': 100, 'raw': 5}"
377380-167254444295,الطعم لذيذ والاسماك طازجه لكن الاسعار غاليه نوعا ما,2021-02-08T00:00:00+00:00,ara,"[{'value': 'c07bk44bb64t6si78v80', 'sentiment': None}]",Al Marsah Seafood Restaurant,"{'normalized': 100, 'raw': 5}"
377380-167523341054,More(Translated by Google) The best shopping mall in Yanbu and under development (Original) افضل مول تسوق في ينبع وقيد التطوير,2021-02-08T00:00:00+00:00,eng,"[{'value': 'c07bk44bb64t6si78v90', 'sentiment': None}]",Dana Mall,"{'normalized': 80, 'raw': 4}"
377380-167217061743,Tastes great... And the sushi was shockingly magnificent for its price,2021-02-08T00:00:00+00:00,eng,"[{'value': 'c07bk44bb64t6si78v80', 'sentiment': None}]",The Shangri-la Chinese Restaurant,"{'normalized': 100, 'raw': 5}"
377380-167735544031,"More(Translated by Google) The best Indian food restaurant in Riyadh from the reality of a special experience, high quality and great price ... Brother Mahmoud is the best face of the place. Honestly, a polite person and a summit in sophistication .. God bless you (Original) افضل مطعم مأكولات هنديه بالرياض من واقع تجربه خاصه جودة عالية وسعر مميز... والأخ محمود افضل واجهه للمكان بصراحه شخص مهذب وقمة في الرقي.. الله يوفقكم",2021-02-08T00:00:00+00:00,eng,"[{'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}]",Indian Style Restaurant,"{'normalized': 100, 'raw': 5}"
377380-167522769562,"More(Translated by Google) A wide variety of fish species, but the drawback is the lack of attention to cleanliness, the lack of drainage networks, and a cashier ... (Original) تشكيلة واسعه من أنواع الأسماك ، ولاكن يعيبه عدم الأهتمام بالنظافة وعدم وجود شبكات للصرف و صراف إلي ...",2021-02-08T00:00:00+00:00,eng,"[{'value': 'c07bk44bb64t6si78v90', 'sentiment': None}]",Yanbu Fish Market,"{'normalized': 60, 'raw': 3}"
377380-167653237028,Amazing food with great ambience,2021-02-08T00:00:00+00:00,eng,"[{'value': 'c07bdncbb64t6si78ss0', 'sentiment': None}]",Nando’s Ajdan Walk,"{'normalized': 100, 'raw': 5}"
377380-167439503539,"More(Translated by Google) Frankly, disappointing expectations A buzz at the level of Riyadh. Secret world for more than an hour and prayer time standing on the sidewalk. I took a shawarma dish full of onions and the taste is not tasteless Potatoes, shiny potatoes. Mafi Sauce I told myself they could be challenged with the quality of the meat, it's delicious, and the meat that is flavored in other restaurants. God is like shawarma small buffets and the price is God for uric Usually, if I evaluate it, I will give it 5 stars. Frankly, this is the first evaluation star unit (Original) صراحة مخيب للتوقعات مسوي ضجة على مستوى الرياض. العالم سرا لأكثر من ساعة ووقت الصلاة واقفين على الرصيف. اخذت صحن شاورما مليانه بصل والطعم لايوجد طعم بطاطس مامعه بطاطس. صوص مافيه قلت لنفسي ممكن يتحدون بنوعية اللحم انها لذيذة ولحم تتبيله المطاعم الأخرى. والله مثل شاورما البوفيات الصغيرة والسعر الله لايوريك بالعادة انا اذا قيمت اعطي ٥ نجمات. صراحة هذا اول تقييم نجمة وحدة",2021-02-08T00:00:00+00:00,ara,"[{'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}]",Üsta Asim,"{'normalized': 20, 'raw': 1}"
377380-189060199843,متواضع وهادئ وممتاز,2021-10-29T05:05:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123jg', 'sentiment': None}]",Ewan Dar al-Hijrah,"{'normalized': 100, 'raw': 5}"
377380-167517012169,More(Translated by Google) Sarahah Al-Mahmal is fun and is an old center that we cherish (Original) صراحه المحمل ممتع وهو مركز قديم ونعتز به,2021-02-08T00:00:00+00:00,eng,"[{'value': 'c07bdkkbb64t6si78s3g', 'sentiment': None}]",Al Mahmal Center,"{'normalized': 80, 'raw': 4}"
377380-167514641528,مهيأ بشكل عملي,2021-02-08T00:00:00+00:00,ara,"[{'value': 'c07bbvvepd3oq1r122o0', 'sentiment': None}]",Aseer Mall,"{'normalized': 100, 'raw': 5}"
377380-168798677529,شاورما حلوة,2021-02-08T00:00:00+00:00,ara,"[{'value': 'c07bjr48hb0r13sa7c20', 'sentiment': None}]",Western Road Steak & Grill,"{'normalized': 100, 'raw': 5}"
377380-167522302066,يحتاج مقاهي افصل,2021-02-08T00:00:00+00:00,ara,"[{'value': 'c07bjunepd3oq1r125cg', 'sentiment': None}]",Jouri Mall,"{'normalized': 60, 'raw': 3}"
377380-189095277278,الأسواق مبالغ في الأسعار,2021-10-31T12:27:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]","Makkah Clock Royal Tower, A Fairmont Hotel","{'normalized': 80, 'raw': 4}"
377380-167591172690,"More(Translated by Google) Excellent for shopping, especially for those with young children (Original) ممتاز للتسوق خصوصا لمن لديهم صغار",2021-02-08T00:00:00+00:00,eng,"[{'value': 'c07bja4bb64t6si78upg', 'sentiment': None}]",Al Hijaz Mall,"{'normalized': 80, 'raw': 4}"
377380-167256264375,خيارات متنوعه وجميله,2021-02-08T00:00:00+00:00,ara,"[{'value': 'c0rqvf8cu1i938rekgn0', 'sentiment': None}]",Hayat Mall,"{'normalized': 100, 'raw': 5}"
377380-189377027909,A very good and affordable Hotel,2021-11-03T14:19:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Al Ghufran Safwah Hotel Makkah | فندق صفوة الغفران مكة المكرمة,"{'normalized': 100, 'raw': 5}"
377380-189519236838,لابس نظيف... لاكن طلبنا فراش اضافي للاطفال فطلبو دفع ١٠٠ ريال !!!,2021-11-06T04:42:00+00:00,ara,"[{'value': 'c07bdifepd3oq1r122qg', 'sentiment': None}]",Howard Johnson by Wyndham Dammam,"{'normalized': 60, 'raw': 3}"
377380-167728168809,"More(Translated by Google) A park and not the most beautiful truth. Prophet of the fountain works full time, not every hour The prices are reasonable, but if a family of several members the fees would be expensive, by God (Original) منتزه ولا أجمل الحقيقة نبى النافورة تشتغل دوام كامل مو كل ساعة شوى الأسعار معقولة لكن لو أسرة عدة أفراد الرسوم بتكون غالية والله",2021-02-08T00:00:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}]",King Abdullah Park,"{'normalized': 100, 'raw': 5}"
377380-167273660390,Good park but crowded all the time,2021-02-08T00:00:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}]",Rawdah Park,"{'normalized': 60, 'raw': 3}"
377380-167242450496,الخيارات متعددة واللحوم جيدة جدا واطباق الاستيك تقدم بالطريقه التركية والمكان فسيح وجميل بس الأسعار مرتفعة,2021-02-08T00:00:00+00:00,ara,"[{'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}]",Florya Steak Lounge by etçi Mehmet,"{'normalized': 80, 'raw': 4}"
377380-167728168808,ممتاز احلى منتزه في الرياض,2021-02-08T00:00:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}]",King Abdullah Park,"{'normalized': 100, 'raw': 5}"
